Record_ID,Device_ID,Location,Timestamp_UTC,Soil_Moisture_Percent,Soil_pH_Level,Soil_Temperature_DS18B20_C,Air_Temperature_DHT22_C,Air_Humidity_DHT22_Percent,Sunlight_LDR_ADC_12bit,Air_Quality_MQ135_ppm,Soil_Nitrogen_mg_per_kg,Data_Quality_Flag
1687,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 06:00,55.66,6.61,23.09,24.73,71.25,845,196.84,69.06,Valid
1688,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 07:00,54.58,6.65,24.68,27.23,67.03,1648,208.49,67.86,Valid
1689,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 08:00,56.53,6.7,25.71,28.32,62.26,2369,215.26,69.26,Valid
1690,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 09:00,55.77,6.66,26.69,30.89,59.53,2970,208.64,70.48,Valid
1691,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 10:00,55.43,6.61,27.44,31.26,58.96,3423,212.51,65.89,Valid
1692,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 11:00,56.06,6.65,27.99,32.32,55.56,3704,220.41,70.05,Valid
1693,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 12:00,55.81,6.69,28.49,31.81,58.23,3800,216.5,68.99,Valid
1694,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 13:00,55.17,6.67,27.71,31.81,57.65,3704,221.02,68.22,Valid
1695,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 14:00,54.67,6.67,27.76,30.88,56.45,3423,217.94,68.52,Valid
1696,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 15:00,55.11,6.66,26.87,31,61.58,2970,214.62,64.55,Valid
1697,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 16:00,54.32,6.66,25.54,28.31,64.34,2369,208.43,67.83,Valid
1698,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 17:00,54.47,6.69,24.26,27.43,68.5,1648,211.59,67.85,Valid
1699,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 18:00,54.84,6.68,23.45,24.99,69.09,845,198.08,68.57,Valid
1700,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 19:00,52.38,6.67,21.9,23.03,74.33,150,197.74,67.72,Valid
1701,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 20:00,53.78,6.7,21.93,20.01,74.53,9,196.32,68.96,Valid
1702,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 21:00,54.56,6.69,22.44,20.3,74.67,11,197.25,68.39,Valid
1703,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 22:00,53.65,6.65,22.27,19.67,76.8,3,196.45,69.89,Valid
1704,ESP32-FARM-01,Ideal_Growth_Field,12-03-2026 23:00,53.38,6.62,22.44,20.24,77.1,1,195.64,70.13,Valid
1705,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 00:00,51.6,6.71,22.08,20.57,75.31,14,198.55,62.67,Valid
1706,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 01:00,52.17,6.61,22.2,19.18,75.79,2,194.11,67.99,Valid
1707,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 02:00,54.53,6.64,22.5,20.92,74.61,13,199.27,66.78,Valid
1708,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 03:00,53.66,6.72,22.36,20.06,76.12,9,197.52,66.83,Valid
1709,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 04:00,53.4,6.68,22.28,19.61,75.66,0,191.44,67.39,Valid
1710,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 05:00,54.14,6.67,22.3,23.72,75.13,150,199.13,67.66,Valid
1711,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 06:00,55.88,6.62,23.3,24.7,71.26,845,195.12,67.79,Valid
1712,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 07:00,54.87,6.66,24.1,26.73,67.13,1648,201.4,68.52,Valid
1713,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 08:00,54.21,6.63,25.35,28.77,64.32,2369,214.98,66.66,Valid
1714,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 09:00,56.26,6.73,26.37,30.07,61.26,2970,210.86,66.46,Valid
1715,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 10:00,55.89,6.63,27.41,31.01,59.26,3423,212.17,66.29,Valid
1716,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 11:00,55.03,6.61,28.08,31.65,56.65,3704,217.33,68.23,Valid
1717,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 12:00,55.19,6.63,27.92,32.16,56.24,3800,220.2,66.45,Valid
1718,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 13:00,53.11,6.62,28.22,31.79,57.36,3704,224.01,67.77,Valid
1719,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 14:00,55.55,6.6,27.9,30.59,57.08,3423,221.03,66.7,Valid
1720,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 15:00,54.01,6.64,26.63,29.74,62.25,2970,215.27,65.47,Valid
1721,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 16:00,53.77,6.66,25.81,28.13,64.24,2369,211.89,66.19,Valid
1722,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 17:00,52.63,6.63,24.43,26.79,67.14,1648,200.98,66.07,Valid
1723,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 18:00,54.98,6.69,22.8,25.3,70.85,845,202.52,71.13,Valid
1724,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 19:00,54.68,6.65,22.18,23.6,73.31,150,193.39,66.65,Valid
1725,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 20:00,54.51,6.64,22.34,20.15,75.1,3,196.98,68.73,Valid
1726,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 21:00,53.58,6.66,21.91,19.24,73.76,7,197.96,67.55,Valid
1727,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 22:00,54.4,6.69,22.48,19.85,76.55,24,191.52,67.84,Valid
1728,ESP32-FARM-01,Ideal_Growth_Field,13-03-2026 23:00,53.59,6.7,21.72,20.46,75.29,16,190.9,68.01,Valid
1729,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 00:00,52.36,6.67,21.73,20.26,75.22,8,191.77,68.66,Valid
1730,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 01:00,52.96,6.77,21.58,20.27,73.82,4,201.55,67.65,Valid
1731,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 02:00,54.15,6.61,21.91,19.8,75.19,9,199.17,67.6,Valid
1732,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 03:00,53.62,6.64,22.29,20.03,75.55,0,194.16,69.82,Valid
1733,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 04:00,53.55,6.66,22.26,19.32,72.67,9,194.77,66.91,Valid
1734,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 05:00,53.69,6.69,22.26,23.01,75.74,150,195.96,66.94,Valid
1735,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 06:00,54.96,6.71,23.36,24.96,70.87,845,198.53,70.25,Valid
1736,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 07:00,55.08,6.65,24.17,26.77,65.33,1648,205.35,68.99,Valid
1737,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 08:00,54.04,6.71,26.21,28.36,63.11,2369,212.74,66.53,Valid
1738,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 09:00,55.96,6.61,26.48,30.29,61.39,2970,216.13,67.09,Valid
1739,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 10:00,55.43,6.58,27.23,31.38,57.28,3423,210.27,67.31,Valid
1740,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 11:00,54.69,6.62,27.8,32.07,58.56,3704,218.22,66.39,Valid
1741,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 12:00,55.88,6.62,28.22,31.98,57.89,3800,218.5,66.73,Valid
1742,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 13:00,55.15,6.73,28.73,31.44,57.25,3704,222.62,68.36,Valid
1743,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 14:00,55.78,6.65,27.52,31.42,58.73,3423,217.1,67.67,Valid
1744,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 15:00,53.72,6.61,26.36,29.57,61.09,2970,214.95,69.47,Valid
1745,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 16:00,54.08,6.68,25.89,28.75,62.92,2369,206.87,69.63,Valid
1746,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 17:00,54.67,6.63,24.61,26.53,68.72,1648,202.93,66.49,Valid
1747,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 18:00,53.39,6.64,23.39,24.77,71.83,845,201.65,68.23,Valid
1748,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 19:00,54.94,6.67,22.4,23.07,74.01,150,196.96,69.5,Valid
1749,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 20:00,54.23,6.64,22.15,20.18,77.3,1,199.69,69.89,Valid
1750,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 21:00,55.3,6.6,22.16,20.06,74.56,11,193.81,67.33,Valid
1751,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 22:00,53.3,6.61,22.46,20.27,73.76,12,192.45,67.39,Valid
1752,ESP32-FARM-01,Ideal_Growth_Field,14-03-2026 23:00,53.46,6.58,21.21,19.75,74.7,3,190.16,67.23,Valid
1753,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 00:00,51.6,6.69,22.41,20.06,75.95,5,194.66,69.15,Valid
1754,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 01:00,53.11,6.71,21.94,20.02,73.96,2,195.51,67.42,Valid
1755,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 02:00,53.09,6.61,21.91,19.85,75.34,23,193.04,67.71,Valid
1756,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 03:00,52.6,6.67,21.88,19.87,76.17,0,193.71,67.22,Valid
1757,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 04:00,53.65,6.64,22.72,20.46,73.69,17,194.54,65.99,Valid
1758,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 05:00,53.04,6.65,22.49,23.86,73.08,150,192.39,67.83,Valid
1759,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 06:00,53.4,6.61,23.28,25.04,69.52,845,197.16,69.43,Valid
1760,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 07:00,54.58,6.63,24.44,27.31,70.39,1648,198.82,67.29,Valid
1761,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 08:00,54.71,6.58,24.95,28.67,65.47,2369,210.16,69.43,Valid
1762,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 09:00,55.22,6.73,26.24,30.32,59.71,2970,212.55,66.47,Valid
1763,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 10:00,54.92,6.63,27.79,31.49,60.99,3423,214.54,68.98,Valid
1764,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 11:00,55.23,6.62,27.27,32.26,56.81,3704,217.23,66.75,Valid
1765,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 12:00,55.13,6.59,28.22,32.39,56.43,3800,220.71,68.31,Valid
1766,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 13:00,54.76,6.65,27.74,31.44,57.34,3704,222.41,67.42,Valid
1767,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 14:00,56.29,6.59,27.41,31.39,59.51,3423,214.4,67.93,Valid
1768,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 15:00,56,6.59,25.99,30.02,59.38,2970,216.06,67.49,Valid
1769,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 16:00,55.1,6.63,25.52,28.66,63.85,2369,210,66.52,Valid
1770,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 17:00,54.43,6.69,24.59,26.93,66.1,1648,205.5,67.61,Valid
1771,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 18:00,54.33,6.64,23.29,25.84,70.22,845,202.28,66.46,Valid
1772,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 19:00,55.43,6.62,22.93,23.77,75.83,150,192.5,68.76,Valid
1773,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 20:00,55.59,6.62,22.09,19.38,75.44,22,195.24,66.12,Valid
1774,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 21:00,53.06,6.63,21.82,20.1,76.07,9,199.11,68.5,Valid
1775,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 22:00,54.34,6.68,22.04,19.67,74.09,15,198.03,66.28,Valid
1776,ESP32-FARM-01,Ideal_Growth_Field,15-03-2026 23:00,53.08,6.65,22.21,20.05,74.57,2,190.39,67.44,Valid
1777,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 00:00,53.59,6.66,22.28,20.39,74.11,0,194.26,69.9,Valid
1778,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 01:00,53.89,6.63,22.02,19.95,74.53,18,199.07,69.95,Valid
1779,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 02:00,54.17,6.61,21.51,19.82,73.79,11,198.55,68.72,Valid
1780,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 03:00,52.96,6.68,22.25,20.08,75.7,6,195.98,68.71,Valid
1781,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 04:00,54.43,6.59,21.4,20.26,74.79,21,198.89,69.36,Valid
1782,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 05:00,55.41,6.66,22.62,23.28,74.54,150,201.47,69.43,Valid
1783,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 06:00,55.5,6.58,23.39,25.62,70.95,845,199.08,68.61,Valid
1784,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 07:00,53.87,6.67,24.86,28.16,65.08,1648,204.78,67.12,Valid
1785,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 08:00,54.81,6.65,24.96,28.79,63.26,2369,212.21,68.43,Valid
1786,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 09:00,54.54,6.62,26.71,29.85,61.19,2970,219.19,69.03,Valid
1787,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 10:00,54.21,6.63,27.28,31.08,59.51,3423,214.55,71.01,Valid
1788,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 11:00,54.41,6.66,27.86,31.69,58.69,3704,219.81,68.89,Valid
1789,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 12:00,55.92,6.61,27.41,32.13,56.28,3800,217.9,66.72,Valid
1790,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 13:00,54.32,6.6,27.16,31.5,56.64,3704,219.84,71.63,Valid
1791,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 14:00,55.43,6.66,27.43,30.84,58.44,3423,221.49,68.18,Valid
1792,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 15:00,55.1,6.67,26.7,30.03,59.94,2970,217.89,72.38,Valid
1793,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 16:00,54.77,6.66,25.7,28.71,63.99,2369,213.75,67.04,Valid
1794,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 17:00,53.85,6.65,24.95,26.71,68.31,1648,208.53,67.88,Valid
1795,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 18:00,54.5,6.63,23.49,25.04,71.31,845,197.63,69.68,Valid
1796,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 19:00,55.2,6.63,22.39,23.18,73.86,150,189.89,68.65,Valid
1797,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 20:00,53.87,6.69,21.78,20.29,73.59,6,195.14,64.87,Valid
1798,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 21:00,53.71,6.68,22.21,19.69,75.53,4,196.9,69.2,Valid
1799,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 22:00,53.23,6.66,22.03,19.5,74.21,24,192.52,70.17,Valid
1800,ESP32-FARM-01,Ideal_Growth_Field,16-03-2026 23:00,53.61,6.65,21.46,19.71,74.87,1,197.78,66.32,Valid
1801,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 00:00,52.12,6.6,21.92,19.42,74.43,2,197.3,68.44,Valid
1802,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 01:00,53.76,6.65,22.52,20.28,74.73,12,194.47,68.94,Valid
1803,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 02:00,53.71,6.61,21.96,19.44,75.2,6,193.07,68.89,Valid
1804,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 03:00,54.73,6.63,22.5,20.53,73.35,21,193.8,69.74,Valid
1805,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 04:00,53.65,6.67,22.03,19.52,73.9,18,199.71,70.45,Valid
1806,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 05:00,54.02,6.66,22.12,22.9,74.01,150,196.74,68.9,Valid
1807,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 06:00,53.51,6.66,23.57,25.72,72.74,845,206.02,68.12,Valid
1808,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 07:00,55.05,6.55,24.05,26.6,68.03,1648,207.41,68.93,Valid
1809,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 08:00,54.37,6.68,26.26,28.22,64.93,2369,208.75,66.71,Valid
1810,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 09:00,54.68,6.69,26.94,30.03,61.03,2970,214.26,66.18,Valid
1811,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 10:00,54.31,6.58,27.65,30.85,57.8,3423,220.55,69.36,Valid
1812,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 11:00,54.77,6.66,28.03,31.81,58,3704,215.19,68.06,Valid
1813,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 12:00,55.74,6.61,28.34,31.5,57.83,3800,216.69,68.95,Valid
1814,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 13:00,55.63,6.63,27.95,31.88,57.57,3704,221.3,65.05,Valid
1815,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 14:00,55.16,6.67,27.37,31.27,59.88,3423,220.72,67.39,Valid
1816,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 15:00,54.65,6.67,26.26,29.78,60.63,2970,207.63,68.33,Valid
1817,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 16:00,56.23,6.69,25.53,28.89,63.75,2369,207.82,68.56,Valid
1818,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 17:00,54.62,6.69,24.66,27.09,65.07,1648,206.69,71.97,Valid
1819,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 18:00,56.41,6.62,23.31,25.07,71.59,845,199.16,68.73,Valid
1820,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 19:00,55.35,6.74,22.34,23.72,72.19,150,197.77,66.83,Valid
1821,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 20:00,54.57,6.67,22.18,20.37,77.24,19,193.65,68.6,Valid
1822,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 21:00,54,6.7,21.9,20,75.37,0,195.8,68.82,Valid
1823,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 22:00,54.44,6.69,21.72,20.41,75.81,1,197.34,70.43,Valid
1824,ESP32-FARM-01,Ideal_Growth_Field,17-03-2026 23:00,53.75,6.64,22.3,20.44,75.35,13,198.5,69.33,Valid
1825,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 00:00,51.65,6.69,21.94,19.57,73.68,20,191.68,66.86,Valid
1826,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 01:00,53.36,6.64,21.76,19.25,72.89,3,194.73,64.48,Valid
1827,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 02:00,52.75,6.65,21.85,20.04,74.57,3,194.4,66.8,Valid
1828,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 03:00,52.55,6.71,22.08,20.55,74.17,6,197.96,68.91,Valid
1829,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 04:00,52.96,6.62,22,20.18,74.42,20,197.65,68.22,Valid
1830,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 05:00,54.83,6.63,22.14,23.6,75.49,150,196.54,69.87,Valid
1831,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 06:00,54.11,6.65,23.19,24.8,70.96,845,204.76,69.37,Valid
1832,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 07:00,53.61,6.6,24.82,26.83,66.79,1648,208.92,67.54,Valid
1833,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 08:00,55.65,6.67,25.69,29.2,61.2,2369,214.24,66.67,Valid
1834,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 09:00,54.97,6.59,26.51,29.52,62.53,2970,217.45,66.39,Valid
1835,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 10:00,55.23,6.63,27.4,30.76,58.16,3423,214.92,66.23,Valid
1836,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 11:00,55.88,6.66,28.28,32.26,56.27,3704,217.6,70.02,Valid
1837,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 12:00,54.92,6.64,28.39,32.16,56.13,3800,223.48,67.12,Valid
1838,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 13:00,54.11,6.73,27.72,31.69,58.69,3704,222.56,66.41,Valid
1839,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 14:00,54.55,6.65,27.55,31.04,58.32,3423,222.82,66.63,Valid
1840,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 15:00,55.03,6.68,26.06,30.59,60.18,2970,217.26,67.4,Valid
1841,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 16:00,54.39,6.62,25.7,28.45,62.08,2369,211.47,68.05,Valid
1842,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 17:00,54.78,6.63,24.31,26.47,66.86,1648,205.73,69.05,Valid
1843,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 18:00,53.87,6.67,23.43,24.88,72.17,845,200.88,66.68,Valid
1844,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 19:00,54.26,6.65,22.21,23.32,74.34,150,196.51,69.83,Valid
1845,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 20:00,54.4,6.62,21.31,19.46,74.9,3,193.11,70.8,Valid
1846,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 21:00,53.82,6.72,21.84,19.62,72.57,22,191.21,69.52,Valid
1847,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 22:00,53.79,6.7,21.62,19.8,77.66,0,195.06,70.24,Valid
1848,ESP32-FARM-01,Ideal_Growth_Field,18-03-2026 23:00,53.02,6.61,21.79,20.14,74.82,10,193.15,68.41,Valid
1849,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 00:00,52.73,6.7,21.95,20.37,76.68,22,197.07,70.15,Valid
1850,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 01:00,53.77,6.6,21.96,20.37,75.54,12,194.41,68.04,Valid
1851,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 02:00,52.41,6.61,21.9,19.9,76.17,16,192.23,69.39,Valid
1852,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 03:00,55.04,6.72,22.46,20.94,76.36,22,195.06,67.4,Valid
1853,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 04:00,54.94,6.68,21.25,19.4,73.27,19,192.38,68.16,Valid
1854,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 05:00,53.47,6.6,22.52,22.89,74.18,150,194.84,65.88,Valid
1855,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 06:00,54.59,6.62,23.6,25.46,70.8,845,198.88,65.63,Valid
1856,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 07:00,54.79,6.72,25.03,27.57,68.01,1648,203.79,67.42,Valid
1857,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 08:00,54.45,6.66,25.95,28.31,64.03,2369,209.93,66.86,Valid
1858,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 09:00,55.22,6.67,26.61,29.77,61.2,2970,214.63,67.69,Valid
1859,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 10:00,54.92,6.65,27.81,30.9,58.96,3423,213.42,68.98,Valid
1860,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 11:00,54.26,6.61,27.8,31.99,56.02,3704,211.93,66.87,Valid
1861,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 12:00,55.93,6.65,27.95,31.47,56.42,3800,220.76,68.09,Valid
1862,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 13:00,55.72,6.62,27.58,31.55,58.23,3704,219.01,69.83,Valid
1863,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 14:00,56.06,6.7,28.05,30.92,59.07,3423,214.5,70.85,Valid
1864,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 15:00,54.27,6.68,26.72,30.15,60.5,2970,211.26,66.67,Valid
1865,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 16:00,55.26,6.63,26.06,28.68,61.62,2369,210.34,69.02,Valid
1866,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 17:00,54.2,6.7,24.37,26.23,66.76,1648,205.71,67.37,Valid
1867,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 18:00,56.06,6.61,22.9,25.15,70.39,845,204.43,69.84,Valid
1868,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 19:00,54.26,6.71,22.47,23.33,74.91,150,193.63,62.81,Valid
1869,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 20:00,53.63,6.59,22.33,20.33,75.73,4,194.82,67.84,Valid
1870,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 21:00,54.29,6.63,22.21,20.46,74.39,11,196.68,67.33,Valid
1871,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 22:00,55.28,6.7,22.17,20.09,75.44,1,192.46,66.83,Valid
1872,ESP32-FARM-01,Ideal_Growth_Field,19-03-2026 23:00,54.2,6.58,22.13,20.29,74.48,20,187.3,67.18,Valid
1873,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 00:00,53.21,6.6,21.84,19.83,75.31,7,199.38,64.82,Valid
1874,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 01:00,52.04,6.6,21.77,20.17,77.14,22,193.91,69.27,Valid
1875,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 02:00,51.89,6.66,22.34,19.95,75.7,16,195.36,69.57,Valid
1876,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 03:00,53.96,6.68,22.22,19.91,75.2,18,196.77,66.81,Valid
1877,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 04:00,54.34,6.73,22.36,19.98,75.23,20,199.21,68.98,Valid
1878,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 05:00,52.68,6.69,22.35,22.8,73.62,150,193.47,65.64,Valid
1879,ESP32-FARM-01,Ideal_Growth_Field,20-03-2026 06:00,55.17,6.7,23.61,25.09,72.62,845,197.54,66.61,Valid
